xax_arcsec,flux_bkgsub,flux_err,gix_mask,peak_loc,xax_centered,app_motion,app_error,xax_days
-2.5,0.0036573854688692897,0.008289605831084988,False,-0.5961923847695392,-1.9038076152304608,0.024851765906866448,0.010064962428802827,-76.60653260476938
-2.4899799599198396,0.003975747875985647,0.00769076103933633,False,-0.5961923847695392,-1.8937875751503004,0.024851765906866448,0.010064962428802827,-76.20334032790218
-2.4799599198396796,0.004301049006945057,0.007183542740821533,False,-0.5961923847695392,-1.8837675350701404,0.024851765906866448,0.010064962428802827,-75.80014805103498
-2.469939879759519,0.004636395045034103,0.006762092896601571,False,-0.5961923847695392,-1.87374749498998,0.024851765906866448,0.010064962428802827,-75.39695577416776
-2.4599198396793587,0.004984892963068255,0.006419806699145596,False,-0.5961923847695392,-1.8637274549098195,0.024851765906866448,0.010064962428802827,-74.99376349730056
-2.4498997995991982,0.005349650769173486,0.0061497570732419165,False,-0.5961923847695392,-1.853707414829659,0.024851765906866448,0.010064962428802827,-74.59057122043335
-2.4398797595190382,0.005733777752609193,0.005945126716036314,False,-0.5961923847695392,-1.843687374749499,0.024851765906866448,0.010064962428802827,-74.18737894356615
-2.429859719438878,0.0061399692190864386,0.0057990477292842605,False,-0.5961923847695392,-1.8336673346693386,0.024851765906866448,0.010064962428802827,-73.78418666669894
-2.4198396793587174,0.006566376173685384,0.005700090125332183,False,-0.5961923847695392,-1.8236472945891782,0.024851765906866448,0.010064962428802827,-73.38099438983173
-2.409819639278557,0.007008347872809573,0.005635132159887935,False,-0.5961923847695392,-1.8136272545090177,0.024851765906866448,0.010064962428802827,-72.97780211296451
-2.399799599198397,0.007461193565768909,0.005593573714883358,False,-0.5961923847695392,-1.8036072144288577,0.024851765906866448,0.010064962428802827,-72.57460983609732
-2.3897795591182365,0.00792022335286724,0.005567905213734839,False,-0.5961923847695392,-1.7935871743486973,0.024851765906866448,0.010064962428802827,-72.17141755923011
-2.379759519038076,0.008380747812932299,0.005553752294916452,False,-0.5961923847695392,-1.7835671342685369,0.024851765906866448,0.010064962428802827,-71.76822528236289
-2.369739478957916,0.008838148221252062,0.005549483959991456,False,-0.5961923847695392,-1.7735470941883769,0.024851765906866448,0.010064962428802827,-71.3650330054957
-2.3597194388777556,0.009291169304058045,0.0055524227380551825,False,-0.5961923847695392,-1.7635270541082164,0.024851765906866448,0.010064962428802827,-70.96184072862849
-2.349699398797595,0.009743321561605178,0.005557197306830898,False,-0.5961923847695392,-1.753507014028056,0.024851765906866448,0.010064962428802827,-70.55864845176127
-2.3396793587174347,0.010198477205454637,0.0055602322992176715,False,-0.5961923847695392,-1.7434869739478955,0.024851765906866448,0.010064962428802827,-70.15545617489407
-2.3296593186372747,0.010660508669946722,0.005560163401111161,False,-0.5961923847695392,-1.7334669338677355,0.024851765906866448,0.010064962428802827,-69.75226389802687
-2.3196392785571143,0.011133288918468764,0.005557719636633724,False,-0.5961923847695392,-1.723446893787575,0.024851765906866448,0.010064962428802827,-69.34907162115965
-2.309619238476954,0.01162069167613633,0.0055554462719983435,False,-0.5961923847695392,-1.7134268537074147,0.024851765906866448,0.010064962428802827,-68.94587934429245
-2.299599198396794,0.012125934452185627,0.005555617710634381,False,-0.5961923847695392,-1.7034068136272547,0.024851765906866448,0.010064962428802827,-68.54268706742525
-2.2895791583166334,0.012649976332069879,0.005555889227110835,False,-0.5961923847695392,-1.6933867735470942,0.024851765906866448,0.010064962428802827,-68.13949479055803
-2.279559118236473,0.013193292645054921,0.005553967585853196,False,-0.5961923847695392,-1.6833667334669338,0.024851765906866448,0.010064962428802827,-67.73630251369083
-2.2695390781563125,0.013756360228476483,0.005549090422002947,False,-0.5961923847695392,-1.6733466933867733,0.024851765906866448,0.010064962428802827,-67.33311023682361
-2.2595190380761525,0.014339657464685795,0.005542109560081867,False,-0.5961923847695392,-1.6633266533066133,0.024851765906866448,0.010064962428802827,-66.92991795995643
-2.249498997995992,0.014943664318088079,0.00553539930929178,False,-0.5961923847695392,-1.653306613226453,0.024851765906866448,0.010064962428802827,-66.52672568308921
-2.2394789579158316,0.015568894221874685,0.00553203152175114,False,-0.5961923847695392,-1.6432865731462925,0.024851765906866448,0.010064962428802827,-66.123533406222
-2.229458917835671,0.016216154612656353,0.0055309436513854724,False,-0.5961923847695392,-1.633266533066132,0.024851765906866448,0.010064962428802827,-65.72034112935478
