xax_arcsec,flux,flux_err,obs_date,flux_bkgsub,gix_mask,peak_loc,xax_centered,app_motion,app_error,xax_days
-2.5,0.6746918057623308,0.009892775456361538,2025-10-07T04:08:45.785,0.00876754682023917,False,1.1773547094188377,-3.6773547094188377,0.024851765906866448,0.010064962428802827,-147.9715656102651
-2.4367088607594938,0.6717462853432214,0.00996677434600066,2025-10-07T04:08:45.785,0.005817129588282843,False,1.1773547094188377,-3.6140635701783315,0.024851765906866448,0.010064962428802827,-145.42481945638235
-2.3734177215189876,0.6695423243345255,0.009863229118398842,2025-10-07T04:08:45.785,0.003603124994209339,False,1.1773547094188377,-3.5507724309378252,0.024851765906866448,0.010064962428802827,-142.87807330249962
-2.3101265822784813,0.6778915564725883,0.009848210498440181,2025-10-07T04:08:45.785,0.011936693166175183,False,1.1773547094188377,-3.487481291697319,0.024851765906866448,0.010064962428802827,-140.33132714861688
-2.2468354430379747,0.6761238307945505,0.009730367403477103,2025-10-07T04:08:45.785,0.010147039600106877,False,1.1773547094188377,-3.4241901524568124,0.024851765906866448,0.010064962428802827,-137.78458099473414
-2.183544303797468,0.6644145672235947,0.009663658089587607,2025-10-07T04:08:45.785,-0.0015911505234879053,False,1.1773547094188377,-3.3608990132163057,0.024851765906866448,0.010064962428802827,-135.23783484085138
-2.1202531645569622,0.6588080148778375,0.009634885817437565,2025-10-07T04:08:45.785,-0.0072344014003509205,False,1.1773547094188377,-3.2976078739758,0.024851765906866448,0.010064962428802827,-132.69108868696867
-2.0569620253164556,0.6667625976930881,0.00971177780291829,2025-10-07T04:08:45.785,0.0006749788665021406,False,1.1773547094188377,-3.2343167347352932,0.024851765906866448,0.010064962428802827,-130.1443425330859
-1.9936708860759496,0.6746827784859131,0.009764917674618028,2025-10-07T04:08:45.785,0.008540875206139331,False,1.1773547094188377,-3.171025595494787,0.024851765906866448,0.010064962428802827,-127.59759637920317
-1.9303797468354431,0.6770056486870001,0.009769932521106191,2025-10-07T04:08:45.785,0.01079993048969119,False,1.1773547094188377,-3.107734456254281,0.024851765906866448,0.010064962428802827,-125.05085022532043
-1.8670886075949367,0.6701030124189968,0.009713604792627568,2025-10-07T04:08:45.785,0.0038236153519735083,False,1.1773547094188377,-3.0444433170137746,0.024851765906866448,0.010064962428802827,-122.5041040714377
-1.8037974683544304,0.6771509729470446,0.009786475520125206,2025-10-07T04:08:45.785,0.010787813665036894,False,1.1773547094188377,-2.981152177773268,0.024851765906866448,0.010064962428802827,-119.95735791755494
-1.7405063291139242,0.6733993690326661,0.009842358143814926,2025-10-07T04:08:45.785,0.006942317594536451,False,1.1773547094188377,-2.917861038532762,0.024851765906866448,0.010064962428802827,-117.41061176367222
-1.6772151898734178,0.6749570385845617,0.009884606942408353,2025-10-07T04:08:45.785,0.0083958939513602,False,1.1773547094188377,-2.8545698992922555,0.024851765906866448,0.010064962428802827,-114.86386560978947
-1.6139240506329116,0.673719632184212,0.00982792687231288,2025-10-07T04:08:45.785,0.0070440645457909845,False,1.1773547094188377,-2.7912787600517492,0.024851765906866448,0.010064962428802827,-112.31711945590673
-1.5506329113924053,0.6709273175822803,0.00981149778907417,2025-10-07T04:08:45.785,0.004126732038097769,False,1.1773547094188377,-2.727987620811243,0.024851765906866448,0.010064962428802827,-109.770373302024
-1.4873417721518989,0.6692230985285209,0.009800004942295392,2025-10-07T04:08:45.785,0.002286405182133966,False,1.1773547094188377,-2.6646964815707364,0.024851765906866448,0.010064962428802827,-107.22362714814125
-1.4240506329113924,0.6650919223465597,0.009747590643154036,2025-10-07T04:08:45.785,-0.0019928275572704823,False,1.1773547094188377,-2.60140534233023,0.024851765906866448,0.010064962428802827,-104.67688099425851
-1.360759493670886,0.6654107473997635,0.009730371221862742,2025-10-07T04:08:45.785,-0.0018352609323367686,False,1.1773547094188377,-2.538114203089724,0.024851765906866448,0.010064962428802827,-102.13013484037577
-1.2974683544303798,0.6677328266483196,0.009774567606196678,2025-10-07T04:08:45.785,0.0003105511884359258,False,1.1773547094188377,-2.4748230638492172,0.024851765906866448,0.010064962428802827,-99.58338868649302
-1.2341772151898733,0.6687617605769545,0.009731015829132541,2025-10-07T04:08:45.785,0.0011457682252143941,False,1.1773547094188377,-2.411531924608711,0.024851765906866448,0.010064962428802827,-97.03664253261029
-1.1708860759493671,0.6727669550472609,0.009745792823189386,2025-10-07T04:08:45.785,0.004936622831024251,False,1.1773547094188377,-2.348240785368205,0.024851765906866448,0.010064962428802827,-94.48989637872755
-1.1075949367088609,0.6696698725675423,0.009765373416459838,2025-10-07T04:08:45.785,0.0016005983188421835,False,1.1773547094188377,-2.2849496461276986,0.024851765906866448,0.010064962428802827,-91.94315022484481
-1.0443037974683544,0.6689919671545508,0.009780924528429517,2025-10-07T04:08:45.785,0.000654326814508055,False,1.1773547094188377,-2.2216585068871924,0.024851765906866448,0.010064962428802827,-89.39640407096208
